Код услуги ;Наименование заголовка/услуги;  Цена услуги  Н.Новгород 
861001.2;Исследование крови на брюшной тиф с Vi-антигеном при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);240
861001.3;Исследование крови на брюшной тиф с Vi-антигеном при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);210
861001.4;Исследование крови на брюшной тиф с Vi-антигеном при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);180
861001.5;Исследование крови на брюшной тиф с Vi-антигеном при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);150
862000.1;Определение ДНК возбудителя гепатита В (HBV) – качественное исследование, кровь с ЭДТА при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);180
862000.2;Определение ДНК возбудителя гепатита В (HBV) – качественное исследование, кровь с ЭДТА при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);160
862000.3;Определение ДНК возбудителя гепатита В (HBV) – качественное исследование, кровь с ЭДТА при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);140
862000.4;Определение ДНК возбудителя гепатита В (HBV) – качественное исследование, кровь с ЭДТА при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);120
862000.5;Определение ДНК возбудителя гепатита В (HBV) – качественное исследование, кровь с ЭДТА при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);100
862001.1;Определение ДНК нейсерия гонорея (Neisseria gonorrhoeae) – (№9) - качественное исследование, соскоб из урогенитального тракта при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);90
862001.2;Определение ДНК нейсерия гонорея (Neisseria gonorrhoeae) – (№9) - качественное исследование, соскоб из урогенитального тракта при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);80
862001.3;Определение ДНК нейсерия гонорея (Neisseria gonorrhoeae) – (№9) - качественное исследование, соскоб из урогенитального тракта при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);70
862001.4;Определение ДНК нейсерия гонорея (Neisseria gonorrhoeae) – (№9) - качественное исследование, соскоб из урогенитального тракта при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);60
862001.5;Определение ДНК нейсерия гонорея (Neisseria gonorrhoeae) – (№9) - качественное исследование, соскоб из урогенитального тракта при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);50
862002.1;Определение ДНК возбудителя гепатита С (HСV) – качественное исследование, кровь с ЭДТА при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);180
862002.2;Определение ДНК возбудителя гепатита С (HСV) – качественное исследование, кровь с ЭДТА при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);160
862002.3;Определение ДНК возбудителя гепатита С (HСV) – качественное исследование, кровь с ЭДТА при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);140
862002.4;Определение ДНК возбудителя гепатита С (HСV) – качественное исследование, кровь с ЭДТА при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);120
862002.5;Определение ДНК возбудителя гепатита С (HСV) – качественное исследование, кровь с ЭДТА при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);100
863000.1;Посев кала на возбудителей кишечной инфекции (сальмонеллы, шигеллы) с определением чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);225
863000.2;Посев кала на возбудителей кишечной инфекции (сальмонеллы, шигеллы) с определением чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);200
863000.3;Посев кала на возбудителей кишечной инфекции (сальмонеллы, шигеллы) с определением чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);175
863000.4;Посев кала на возбудителей кишечной инфекции (сальмонеллы, шигеллы) с определением чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);150
863000.5;Посев кала на возбудителей кишечной инфекции (сальмонеллы, шигеллы) с определением чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);125
863001.1;Посев мазка из зева на золотистый стафилококк (Staphylococcus auereus) без  определения чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);180
863001.2;Посев мазка из зева на золотистый стафилококк (Staphylococcus auereus) без  определения чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);160
863001.3;Посев мазка из зева на золотистый стафилококк (Staphylococcus auereus) без  определения чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);140
863001.4;Посев мазка из зева на золотистый стафилококк (Staphylococcus auereus) без  определения чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);120
863001.5;Посев мазка из зева на золотистый стафилококк (Staphylococcus auereus) без  определения чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);100
863002.1;Посев мазка из носа на золотистый стафилококк (Staphylococcus auereus) без определения чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);180
863002.2;Посев мазка из носа на золотистый стафилококк (Staphylococcus auereus) без определения чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);160
863002.3;Посев мазка из носа на золотистый стафилококк (Staphylococcus auereus) без определения чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);140
863002.4;Посев мазка из носа на золотистый стафилококк (Staphylococcus auereus) без определения чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);120
863002.5;Посев мазка из носа на золотистый стафилококк (Staphylococcus auereus) без определения чувствительности к антибиотикам при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);100
880000.1;Снятие ЭКГ в 12 отведениях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);180
880000.2;Снятие ЭКГ в 12 отведениях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);160
880000.3;Снятие ЭКГ в 12 отведениях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);140
880000.4;Снятие ЭКГ в 12 отведениях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);120
880000.5;Снятие ЭКГ в 12 отведениях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);100
880001.1;Расшифровка ЭКГ при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);5
880001.2;Расшифровка ЭКГ при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);5
880001.3;Расшифровка ЭКГ при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);5
880001.4;Расшифровка ЭКГ при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);5
880001.5;Расшифровка ЭКГ при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);5
880002.1;Снятие базовой ЭЭГ (без проведения проб) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);325
880002.2;Снятие базовой ЭЭГ (без проведения проб) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);290
880002.3;Снятие базовой ЭЭГ (без проведения проб) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);250
880002.4;Снятие базовой ЭЭГ (без проведения проб) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);215
880002.5;Снятие базовой ЭЭГ (без проведения проб) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);180
880003.1;Расшифровка базовой ЭЭГ (без проведения проб) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);5
880003.2;Расшифровка базовой ЭЭГ (без проведения проб) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);5
880003.3;Расшифровка базовой ЭЭГ (без проведения проб) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);5
880003.4;Расшифровка базовой ЭЭГ (без проведения проб) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);5
880003.5;Расшифровка базовой ЭЭГ (без проведения проб) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);5
880004.1;Спирография при записи на автоматизированных аппаратах при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);90
880004.2;Спирография при записи на автоматизированных аппаратах при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);80
880004.3;Спирография при записи на автоматизированных аппаратах при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);70
880004.4;Спирография при записи на автоматизированных аппаратах при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);60
880004.5;Спирография при записи на автоматизированных аппаратах при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);50
881000.1;Rg-графия органов грудной клетки в 2-х проекциях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);360
881000.2;Rg-графия органов грудной клетки в 2-х проекциях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);320
881000.3;Rg-графия органов грудной клетки в 2-х проекциях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);280
881000.4;Rg-графия органов грудной клетки в 2-х проекциях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);240
881000.5;Rg-графия органов грудной клетки в 2-х проекциях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);200
881001.1;Маммография (обзорная рентгенография обеих молочных желез в прямой и косой проекциях) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);585
881001.2;Маммография (обзорная рентгенография обеих молочных желез в прямой и косой проекциях) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);520
881001.3;Маммография (обзорная рентгенография обеих молочных желез в прямой и косой проекциях) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);455
881001.4;Маммография (обзорная рентгенография обеих молочных желез в прямой и косой проекциях) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);390
881001.5;Маммография (обзорная рентгенография обеих молочных желез в прямой и косой проекциях) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);325
881002.1;Обзорная Rg-графия одной молочной железы в 2-х проекциях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);290
881002.2;Обзорная Rg-графия одной молочной железы в 2-х проекциях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);260
881002.3;Обзорная Rg-графия одной молочной железы в 2-х проекциях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);225
881002.4;Обзорная Rg-графия одной молочной железы в 2-х проекциях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);190
881002.5;Обзорная Rg-графия одной молочной железы в 2-х проекциях при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);160
881003.1;Обзорная Rg-графия одной молочной железы в одной проекции при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);270
881003.2;Обзорная Rg-графия одной молочной железы в одной проекции при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);240
881003.3;Обзорная Rg-графия молочной железы в одной проекции при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);210
881003.4;Обзорная Rg-графия молочной железы в одной проекции при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);180
881003.5;Обзорная Rg-графия молочной железы в одной проекции при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);150
881004.1;Rg-графия придаточных пазух носа при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);370
881004.2;Rg-графия придаточных пазух носа при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);330
881004.3;Rg-графия придаточных пазух носа при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);290
881004.4;Rg-графия придаточных пазух носа при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);245
881004.5;Rg-графия придаточных пазух носа при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);205
881005.1;Rg-графия трубчатых костей (1 сегмент) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);380
881005.2;Rg-графия трубчатых костей (1 сегмент) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);335
881005.3;Rg-графия трубчатых костей (1 сегмент) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);295
881005.4;Rg-графия трубчатых костей (1 сегмент) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);250
881005.5;Rg-графия трубчатых костей (1 сегмент) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);210
882000.1;Ультразвуковое исследование молочных желез при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);360
882000.2;Ультразвуковое исследование молочных желез при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);320
882000.3;Ультразвуковое исследование молочных желез при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);280
882000.4;Ультразвуковое исследование молочных желез при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);240
882000.5;Ультразвуковое исследование молочных желез при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);200
882001.1;УЗИ органов малого таза у женщин при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);485
882001.2;УЗИ органов малого таза у женщин при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);430
882001.3;УЗИ органов малого таза у женщин при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);375
882001.4;УЗИ органов малого таза у женщин при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);325
882001.5;УЗИ органов малого таза у женщин при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);270
882002.1;Трансректальное ультразвуковое исследование предстательной железы (ТРУЗИ) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);485
882002.2;Трансректальное ультразвуковое исследование предстательной железы (ТРУЗИ) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);430
882002.3;Трансректальное ультразвуковое исследование предстательной железы (ТРУЗИ) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);375
882002.4;Трансректальное ультразвуковое исследование предстательной железы (ТРУЗИ) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);325
882002.5;Трансректальное ультразвуковое исследование предстательной железы (ТРУЗИ) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);270
882003.1;УЗИ почек, мочевого пузыря при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);360
882003.2;УЗИ почек, мочевого пузыря при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);320
882003.3;УЗИ почек, мочевого пузыря при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);280
882003.4;УЗИ почек, мочевого пузыря при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);240
882003.5;УЗИ почек, мочевого пузыря при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);200
882004.1;УЗИ щитовидной железы при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);340
882004.2;УЗИ щитовидной железы при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);305
882004.3;УЗИ щитовидной железы при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);265
882004.4;УЗИ щитовидной железы при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);225
882004.5;УЗИ щитовидной железы при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);190
882005.1;УЗИ органов брюшной полости (печень, желчный пузырь и желчные протоки, селезенка, поджелудочная железа) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);450
882005.2;УЗИ органов брюшной полости (печень, желчный пузырь и желчные протоки, селезенка, поджелудочная железа) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);400
882005.3;УЗИ органов брюшной полости (печень, желчный пузырь и желчные протоки, селезенка, поджелудочная железа) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);350
882005.4;УЗИ органов брюшной полости (печень, желчный пузырь и желчные протоки, селезенка, поджелудочная железа) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);300
882005.5;УЗИ органов брюшной полости (печень, желчный пузырь и желчные протоки, селезенка, поджелудочная железа) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);250
882006.1;УЗ-доплерография в дуплексном режиме артерий верхних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);720
882006.2;УЗ-доплерография в дуплексном режиме артерий верхних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);640
882006.3;УЗ-доплерография в дуплексном режиме артерий верхних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);560
882006.4;УЗ-доплерография в дуплексном режиме артерий верхних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);480
882006.5;УЗ-доплерография в дуплексном режиме артерий верхних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);400
882007.1;УЗ-доплерография в дуплексном режиме вен верхних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);720
882007.2;УЗ-доплерография в дуплексном режиме вен верхних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);640
882007.3;УЗ-доплерография в дуплексном режиме вен верхних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);560
882007.4;УЗ-доплерография в дуплексном режиме вен верхних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);480
882007.5;УЗ-доплерография в дуплексном режиме вен верхних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);400
882008.1;УЗ-доплерография в дуплексном режиме артерий нижних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);720
882008.2;УЗ-доплерография в дуплексном режиме артерий нижних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);640
882008.3;УЗ-доплерография в дуплексном режиме артерий нижних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);560
882008.4;УЗ-доплерография в дуплексном режиме артерий нижних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);480
882008.5;УЗ-доплерография в дуплексном режиме артерий нижних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);400
882009.1;УЗ-доплерография в дуплексном режиме вен нижних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);720
882009.2;УЗ-доплерография в дуплексном режиме вен нижних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);640
882009.3;УЗ-доплерография в дуплексном режиме вен нижних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);560
882009.4;УЗ-доплерография в дуплексном режиме вен нижних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);480
882009.5;УЗ-доплерография в дуплексном режиме вен нижних конечностей с ЦДК при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);400
883000.1;Эзофагогастродуоденоскопия диагностическая при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);450
883000.2;Эзофагогастродуоденоскопия диагностическая при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);400
883000.3;Эзофагогастродуоденоскопия диагностическая при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);350
883000.4;Эзофагогастродуоденоскопия диагностическая при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);300
883000.5;Эзофагогастродуоденоскопия диагностическая при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);250
1186;Прием врача-онколога диспансерный, амбулаторный;180
1155;Прием врача травматолога-ортопеда диспансерный, амбулаторный;180
2062;Пульсоксиметрия;330
2072;Холодовая проба;45
5013;Цистоскопия;1280
22305;Спирография и проба с бронхолитиком при записи на автоматизированных аппаратах;1515
22634;Снятие базовой ЭЭГ в рамках профосмотра (без проведения проб);255
35121;Rg-графия шейного отдела позвоночника в стандартных проекциях;1070
35122;Rg-графия грудного отдела позвоночника в стандартных проекциях;1070
35123;Rg-графия поясничного отдела позвоночника в стандартных проекциях;1070
35124;Rg-графия крестцово-копчикового отдела позвоночника в стандартных проекциях;1070
35241;Rg-графия плечевого сустава (2 проекции);950
35242;Rg-графия локтевого сустава (2 проекции);950
35243;Rg-графия лучезапястного сустава (2 проекции);950
35244;Rg-графия тазобедренного сустава (2 проекции);950
35245;Rg-графия коленного сустава (2 проекции);950
35246;Rg-графия голеностопного сустава (2 проекции);950
40097;УЗ-доплерография в дуплексном режиме артерий верхних конечностей с ЦДК;1580
40098;УЗ-доплерография в дуплексном режиме вен верхних конечностей с ЦДК;1580
240001;Микроскопическое исследование мокроты;575
270021;Определение общего кальция в сыворотке ;235
270023;Определение натрия в сыворотке ион-селективным методом;340
270024;Определение калия в сыворотке ион-селективным методом;340
280005;Определение А-1 Антитрипсина в сыворотке;460
300002;Коагулограмма (ПТИ+МНО+АЧТВ+ТВ+фибриноген);765
300003;Определение РФМК (растворимые фибринмономерные комплексы) в плазме;195
410000;Определение IgE общего в сыворотке;665
410001;Определение эозинофильного катионного белка (ECP) в сыворотке;705
500000;Определение антител к грибам рода Aspergillus IgG (anti-Aspergillus IgG) в сыворотке;535
500001;Определение антител к грибам рода Candida IgG (anti-Candida albicans IgG) в сыворотке;730
550137;Определение ДНК Микобактерии туберкулеза (Myc.tuberculosis - Myc.bovis complex) – качественное исследование, мокрота;295
